Year,Month,Day,Hour (UTC),Minute,Second,CentiSecond,Millis,NumSat,HDOP,LAT,LNG,ALTFT,MPH
2021,5,23,13,26,15,80,2427572,8,0.98,38.209216999999995,-85.76007,457.34909000000005,17.595418
2021,5,23,13,26,15,80,2427978,8,0.98,38.209216999999995,-85.76007,457.34909000000005,17.595418
2021,5,23,13,26,15,80,2428385,8,0.98,38.209216999999995,-85.76007,457.34909000000005,17.595418
2021,5,23,13,26,18,0,2428796,8,0.98,38.209289,-85.759819,457.34909000000005,25.271117999999998
2021,5,23,13,26,18,0,2429122,8,0.98,38.209289,-85.759819,457.34909000000005,25.271117999999998
2021,5,23,13,26,18,60,2429522,8,0.98,38.209327,-85.75975,456.364837,25.271117999999998
2021,5,23,13,26,19,0,2429952,8,0.98,38.209358,-85.75971899999999,456.03674299999994,25.271117999999998
2021,5,23,13,26,19,60,2430403,8,0.98,38.209410999999996,-85.75966600000001,456.03674299999994,25.846506
2021,5,23,13,26,19,60,2430731,8,0.98,38.209410999999996,-85.75966600000001,456.03674299999994,25.846506
2021,5,23,13,26,20,0,2431132,8,0.98,38.209445,-85.75964300000001,459.64565999999996,25.846506
2021,5,23,13,26,20,40,2431532,8,0.98,38.20948,-85.759628,463.582702,25.846506
2021,5,23,13,26,20,80,2431932,8,0.98,38.209509999999995,-85.759613,465.87927199999996,25.846506
2021,5,23,13,26,20,80,2432283,8,0.98,38.209509999999995,-85.759613,465.87927199999996,25.846506
2021,5,23,13,26,20,80,2432691,8,0.98,38.209509999999995,-85.759613,465.87927199999996,25.846506
2021,5,23,13,26,20,80,2433137,8,0.98,38.209509999999995,-85.759613,465.87927199999996,25.846506
2021,5,23,13,26,20,80,2433541,8,0.98,38.209509999999995,-85.759613,465.87927199999996,25.846506
2021,5,23,13,26,20,80,2433944,8,0.98,38.209509999999995,-85.759613,465.87927199999996,25.846506
2021,5,23,13,26,23,60,2434368,8,0.98,38.209739,-85.759559,465.87927199999996,23.084636
2021,5,23,13,26,23,60,2434694,8,0.98,38.209739,-85.759559,465.87927199999996,23.084636
2021,5,23,13,26,24,40,2435172,8,0.98,38.209819,-85.75954399999999,465.87927199999996,25.9846
2021,5,23,13,26,24,40,2435497,8,0.98,38.209819,-85.75954399999999,465.87927199999996,25.9846
2021,5,23,13,26,24,40,2435899,8,0.98,38.209819,-85.75954399999999,465.87927199999996,25.9846
2021,5,23,13,26,24,40,2436300,8,0.98,38.209819,-85.75954399999999,465.87927199999996,25.9846
2021,5,23,13,26,25,60,2436701,8,0.98,38.209953000000006,-85.759529,459.31756500000006,25.9846
2021,5,23,13,26,26,0,2437104,8,0.98,38.209998999999996,-85.759529,458.98950099999996,25.9846
2021,5,23,13,26,26,80,2437587,8,0.98,38.210066999999995,-85.759552,458.98950099999996,18.838260000000002
2021,5,23,13,26,26,80,2437915,8,0.98,38.210066999999995,-85.759552,458.98950099999996,18.838260000000002
2021,5,23,13,26,26,80,2438251,8,0.98,38.210066999999995,-85.759552,458.98950099999996,18.838260000000002
2021,5,23,13,26,26,80,2438581,8,0.98,38.210066999999995,-85.759552,458.98950099999996,18.838260000000002
2021,5,23,13,26,28,20,2439041,8,0.98,38.210128000000005,-85.759582,458.98950099999996,10.621694999999999
2021,5,23,13,26,28,20,2439368,8,0.98,38.210128000000005,-85.759582,458.98950099999996,10.621694999999999
2021,5,23,13,26,28,80,2439853,8,0.98,38.210163,-85.759582,458.98950099999996,13.003809
2021,5,23,13,26,28,80,2440179,8,0.98,38.210163,-85.759582,458.98950099999996,13.003809
2021,5,23,13,26,28,80,2440584,8,0.98,38.210163,-85.759582,458.98950099999996,13.003809
2021,5,23,13,26,28,80,2440970,8,0.98,38.210163,-85.759582,458.98950099999996,13.003809
2021,5,23,13,26,30,40,2441375,8,0.98,38.210254,-85.75962,458.98950099999996,13.003809
2021,5,23,13,26,30,40,2441707,8,0.98,38.210254,-85.75962,458.98950099999996,13.003809
2021,5,23,13,26,31,20,2442193,8,0.98,38.210304,-85.759658,458.98950099999996,18.493026
2021,5,23,13,26,31,20,2442520,8,0.98,38.210304,-85.759658,458.98950099999996,18.493026
2021,5,23,13,26,31,80,2442923,8,0.98,38.210334,-85.759704,458.66140700000005,18.493026
2021,5,23,13,26,32,40,2443327,8,0.98,38.210361,-85.75975,458.33331200000003,18.493026
2021,5,23,13,26,32,80,2443732,7,1.04,38.210365,-85.75978,457.67718499999995,18.493026
2021,5,23,13,26,32,80,2444063,7,1.04,38.210365,-85.75978,457.67718499999995,18.493026
2021,5,23,13,26,32,80,2444498,7,1.04,38.210365,-85.75978,457.67718499999995,18.493026
2021,5,23,13,26,32,80,2444905,7,1.04,38.210365,-85.75978,457.67718499999995,18.493026
2021,5,23,13,26,32,80,2445312,7,1.04,38.210365,-85.75978,457.67718499999995,18.493026
2021,5,23,13,26,32,80,2445708,7,1.04,38.210365,-85.75978,457.67718499999995,18.493026
2021,5,23,13,26,35,20,2446105,8,0.98,38.210357,-85.759986,457.02102599999995,18.493026
2021,5,23,13,26,35,20,2446438,8,0.98,38.210357,-85.759986,457.02102599999995,18.493026
2021,5,23,13,26,36,0,2446871,8,0.98,38.21035,-85.760063,457.02102599999995,18.527549
2021,5,23,13,26,36,0,2447200,8,0.98,38.21035,-85.760063,457.02102599999995,18.527549
2021,5,23,13,26,36,60,2447614,8,0.98,38.210342,-85.760116,457.02102599999995,18.769214
2021,5,23,13,26,36,60,2447942,8,0.98,38.210342,-85.760116,457.02102599999995,18.769214
2021,5,23,13,26,37,20,2448363,8,0.98,38.210334,-85.760177,459.64565999999996,18.769214
2021,5,23,13,26,37,60,2448776,8,0.98,38.21033,-85.760215,459.64565999999996,18.769214
2021,5,23,13,26,38,40,2449265,8,0.98,38.210315,-85.760292,459.64565999999996,17.169629999999998
2021,5,23,13,26,38,40,2449593,8,0.98,38.210315,-85.760292,459.64565999999996,17.169629999999998
2021,5,23,13,26,39,0,2450011,8,0.98,38.210304,-85.760345,459.973754,17.169629999999998
2021,5,23,13,26,39,0,2450341,8,0.98,38.210304,-85.760345,459.973754,17.169629999999998
2021,5,23,13,26,39,0,2450671,8,0.98,38.210304,-85.760345,459.973754,17.169629999999998
2021,5,23,13,26,39,0,2451069,8,0.98,38.210304,-85.760345,459.973754,17.169629999999998
2021,5,23,13,26,40,40,2451512,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,40,40,2451955,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,40,40,2452352,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,40,40,2452764,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,40,40,2453180,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,40,40,2453570,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,40,40,2454014,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,40,40,2454395,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,40,40,2454809,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,40,40,2455235,8,1.02,38.210296,-85.760459,460.629913,17.169629999999998
2021,5,23,13,26,44,60,2455638,9,0.94,38.210289,-85.760871,462.598449,17.169629999999998
2021,5,23,13,26,44,60,2456051,9,0.94,38.210289,-85.760871,462.598449,17.169629999999998
2021,5,23,13,26,44,60,2456384,9,0.94,38.210289,-85.760871,462.598449,17.169629999999998
2021,5,23,13,26,44,60,2456841,9,0.94,38.210289,-85.760871,462.598449,17.169629999999998
2021,5,23,13,26,46,20,2457245,9,0.94,38.210273,-85.76100100000001,460.958007,17.169629999999998
2021,5,23,13,26,46,60,2457657,9,0.94,38.210262,-85.761024,461.28610199999997,17.169629999999998
2021,5,23,13,26,46,60,2457990,9,0.94,38.210262,-85.761024,461.28610199999997,17.169629999999998
2021,5,23,13,26,46,60,2458393,9,0.94,38.210262,-85.761024,461.28610199999997,17.169629999999998
2021,5,23,13,26,46,60,2458817,9,0.94,38.210262,-85.761024,461.28610199999997,17.169629999999998
2021,5,23,13,26,46,60,2459278,9,0.94,38.210262,-85.761024,461.28610199999997,17.169629999999998
2021,5,23,13,26,48,40,2459688,9,0.94,38.210208,-85.761093,460.958007,17.169629999999998
2021,5,23,13,26,48,80,2460101,9,0.94,38.210189,-85.7611,461.614166,17.169629999999998
2021,5,23,13,26,49,60,2460506,9,0.94,38.210155,-85.761093,461.614166,9.574486
2021,5,23,13,26,49,60,2460832,9,0.94,38.210155,-85.761093,461.614166,9.574486
2021,5,23,13,26,50,20,2461251,9,0.94,38.210136,-85.761085,460.958007,9.574486
2021,5,23,13,26,50,20,2461721,9,0.94,38.210136,-85.761085,460.958007,9.574486
2021,5,23,13,26,50,20,2462135,9,0.94,38.210136,-85.761085,460.958007,9.574486
2021,5,23,13,26,50,20,2462509,9,0.94,38.210136,-85.761085,460.958007,9.574486
2021,5,23,13,26,52,0,2462940,9,0.94,38.210083000000004,-85.76100100000001,460.958007,10.955422
2021,5,23,13,26,52,0,2463265,9,0.94,38.210083000000004,-85.76100100000001,460.958007,10.955422
2021,5,23,13,26,52,0,2463682,9,0.94,38.210083000000004,-85.76100100000001,460.958007,10.955422
2021,5,23,13,26,53,20,2464163,9,0.94,38.210079,-85.76094,460.958007,10.541141
2021,5,23,13,26,53,20,2464491,9,0.94,38.210079,-85.76094,460.958007,10.541141
2021,5,23,13,26,53,80,2464898,9,0.94,38.210083000000004,-85.76091,460.958007,12.589528
2021,5,23,13,26,53,80,2465223,9,0.94,38.210083000000004,-85.76091,460.958007,12.589528
2021,5,23,13,26,54,60,2465694,9,0.94,38.21009,-85.760848,460.958007,16.3871
2021,5,23,13,26,54,60,2466022,9,0.94,38.21009,-85.760848,460.958007,16.3871
2021,5,23,13,26,54,60,2466498,9,0.94,38.21009,-85.760848,460.958007,16.3871
2021,5,23,13,26,56,0,2466929,9,0.94,38.21006,-85.760734,460.958007,17.020027
2021,5,23,13,26,56,0,2467256,9,0.94,38.21006,-85.760734,460.958007,17.020027
2021,5,23,13,26,56,80,2467674,9,0.94,38.210029,-85.760673,460.958007,18.585088
2021,5,23,13,26,56,80,2468001,9,0.94,38.210029,-85.760673,460.958007,18.585088
2021,5,23,13,26,56,80,2468457,9,0.94,38.210029,-85.760673,460.958007,18.585088
2021,5,23,13,26,58,0,2468948,9,0.94,38.209998999999996,-85.760574,460.958007,14.833548
2021,5,23,13,26,58,0,2469275,9,0.94,38.209998999999996,-85.760574,460.958007,14.833548
2021,5,23,13,26,58,60,2469676,9,0.94,38.209998999999996,-85.760536,458.33331200000003,14.833548
2021,5,23,13,26,59,20,2470077,9,0.94,38.210006,-85.760498,458.33331200000003,12.451435
2021,5,23,13,26,59,20,2470404,9,0.94,38.210006,-85.760498,458.33331200000003,12.451435
2021,5,23,13,26,59,60,2470819,9,0.94,38.210014,-85.760475,457.67718499999995,12.451435
2030,2,0,13,26,59,80,2471221,9,0.94,38.210018,-85.760467,457.67718499999995,11.611365
2030,2,0,13,26,59,80,2471548,9,0.94,38.210018,-85.760467,457.67718499999995,11.611365
2030,2,0,13,26,59,80,2471955,9,0.94,38.210018,-85.760467,457.67718499999995,11.611365
2030,2,0,13,27,1,20,2472377,9,0.94,38.210044,-85.760375,458.00524900000005,11.611365
2030,2,0,13,27,1,20,2472778,9,0.94,38.210044,-85.760375,458.00524900000005,11.611365
2030,2,0,13,27,1,20,2473199,9,0.94,38.210044,-85.760375,458.00524900000005,11.611365
2030,2,0,13,27,1,20,2473645,9,0.94,38.210044,-85.760375,458.00524900000005,11.611365
2030,2,0,13,27,1,20,2474084,9,0.94,38.210044,-85.760375,458.00524900000005,11.611365
2021,5,23,13,27,3,60,2474551,9,0.94,38.210083000000004,-85.76018499999999,458.00524900000005,15.109735999999998
2021,5,23,13,27,3,60,2474878,9,0.94,38.210083000000004,-85.76018499999999,458.00524900000005,15.109735999999998
2021,5,23,13,27,4,20,2475299,9,0.94,38.210083000000004,-85.760147,458.00524900000005,12.900238
2021,5,23,13,27,4,60,2475707,9,0.94,38.210086,-85.760116,459.64565999999996,12.900238
2021,5,23,13,27,5,20,2476124,9,0.94,38.21009,-85.76007,459.64565999999996,13.935939999999999
2021,5,23,13,27,5,20,2476479,9,0.94,38.21009,-85.76007,459.64565999999996,13.935939999999999
2021,5,23,13,27,5,80,2476871,9,0.94,38.210094,-85.760032,459.64565999999996,14.269666
2021,5,23,13,27,5,80,2477196,9,0.94,38.210094,-85.760032,459.64565999999996,14.269666
2021,5,23,13,27,5,80,2477603,9,0.94,38.210094,-85.760032,459.64565999999996,14.269666
2021,5,23,13,27,6,80,2478027,9,0.94,38.210097999999995,-85.759963,460.958007,14.269666
2021,5,23,13,27,6,80,2478427,9,0.94,38.210097999999995,-85.759963,460.958007,14.269666
2021,5,23,13,27,6,80,2478846,9,0.94,38.210097999999995,-85.759963,460.958007,14.269666
2021,5,23,13,27,6,80,2479260,9,0.94,38.210097999999995,-85.759963,460.958007,14.269666
2021,5,23,13,27,8,60,2479669,9,0.94,38.210086,-85.759872,461.28610199999997,14.269666
2021,5,23,13,27,8,60,2480003,9,0.94,38.210086,-85.759872,461.28610199999997,14.269666
2021,5,23,13,27,9,40,2480400,9,0.94,38.210071,-85.75984100000001,461.28610199999997,10.057813000000001
2021,5,23,13,27,9,40,2480724,9,0.94,38.210071,-85.75984100000001,461.28610199999997,10.057813000000001
2021,5,23,13,27,10,20,2481153,9,0.94,38.210044,-85.759811,461.28610199999997,11.79549
2021,5,23,13,27,10,20,2481480,9,0.94,38.210044,-85.759811,461.28610199999997,11.79549
2021,5,23,13,27,10,20,2481899,9,0.94,38.210044,-85.759811,461.28610199999997,11.79549
2021,5,23,13,27,11,0,2482313,9,0.94,38.210006,-85.75978,459.64565999999996,11.79549
2021,5,23,13,27,11,40,2482724,9,0.94,38.209983,-85.759773,459.64565999999996,11.79549
2021,5,23,13,27,11,80,2483136,9,0.94,38.209959999999995,-85.759765,459.973754,11.79549
2021,5,23,13,27,11,80,2483672,9,0.94,38.209959999999995,-85.759765,459.973754,11.79549
2021,5,23,13,27,12,80,2484098,9,0.94,38.209896,-85.759757,460.301849,11.79549
2021,5,23,13,27,13,40,2484509,9,0.94,38.209857,-85.759757,463.582702,11.79549
2021,5,23,13,27,13,40,2484842,9,0.94,38.209857,-85.759757,463.582702,11.79549
2021,5,23,13,27,13,40,2485251,9,0.94,38.209857,-85.759757,463.582702,11.79549
2021,5,23,13,27,13,40,2485662,9,0.94,38.209857,-85.759757,463.582702,11.79549
2021,5,23,13,27,13,40,2486110,9,0.94,38.209857,-85.759757,463.582702,11.79549
2021,5,23,13,27,13,40,2486522,9,0.94,38.209857,-85.759757,463.582702,11.79549
2021,5,23,13,27,15,80,2486936,9,0.94,38.209742999999996,-85.759826,468.832031,11.79549
2021,5,23,13,27,16,20,2487348,9,0.94,38.209732,-85.759857,468.503936,11.79549
2021,5,23,13,27,16,20,2487760,9,0.94,38.209732,-85.759857,468.503936,11.79549
2021,5,23,13,27,17,0,2488169,9,0.94,38.209711999999996,-85.75993299999999,468.503936,19.839439000000002
2021,5,23,13,27,17,0,2488527,9,0.94,38.209711999999996,-85.75993299999999,468.503936,19.839439000000002
2021,5,23,13,27,18,0,2488994,9,0.94,38.209705,-85.76004,468.503936,18.907306
2021,5,23,13,27,18,0,2489321,9,0.94,38.209705,-85.76004,468.503936,18.907306
2021,5,23,13,27,18,0,2489746,9,0.94,38.209705,-85.76004,468.503936,18.907306
2021,5,23,13,27,19,20,2490153,9,0.94,38.209720000000004,-85.760116,468.503936,12.117708
2021,5,23,13,27,19,20,2490480,9,0.94,38.209720000000004,-85.760116,468.503936,12.117708
2021,5,23,13,27,19,20,2490926,9,0.94,38.209720000000004,-85.760116,468.503936,12.117708
2021,5,23,13,27,20,20,2491385,9,0.94,38.209751000000004,-85.76016899999999,468.503936,14.534345000000002
2021,5,23,13,27,20,20,2491712,9,0.94,38.209751000000004,-85.76016899999999,468.503936,14.534345000000002
2021,5,23,13,27,20,20,2492111,9,0.94,38.209751000000004,-85.76016899999999,468.503936,14.534345000000002
2021,5,23,13,27,21,60,2492574,9,0.94,38.209796000000004,-85.760269,468.503936,17.192646
2021,5,23,13,27,21,60,2492901,9,0.94,38.209796000000004,-85.760269,468.503936,17.192646
2021,5,23,13,27,22,20,2493321,9,0.94,38.209808,-85.760322,462.926513,17.192646
2021,5,23,13,27,22,20,2493685,9,0.94,38.209808,-85.760322,462.926513,17.192646
2021,5,23,13,27,22,20,2494052,9,0.94,38.209808,-85.760322,462.926513,17.192646
2021,5,23,13,27,22,20,2494464,9,0.94,38.209808,-85.760322,462.926513,17.192646
2021,5,23,13,27,23,80,2494877,9,0.94,38.209765999999995,-85.760414,465.22308300000003,17.192646
2021,5,23,13,27,23,80,2495210,9,0.94,38.209765999999995,-85.760414,465.22308300000003,17.192646
2021,5,23,13,27,23,80,2495620,9,0.94,38.209765999999995,-85.760414,465.22308300000003,17.192646
2021,5,23,13,27,23,80,2496027,9,0.94,38.209765999999995,-85.760414,465.22308300000003,17.192646
2021,5,23,13,27,23,80,2496438,9,0.94,38.209765999999995,-85.760414,465.22308300000003,17.192646
2021,5,23,13,27,23,80,2496848,9,0.94,38.209765999999995,-85.760414,465.22308300000003,17.192646
2021,5,23,13,27,23,80,2497259,9,0.94,38.209765999999995,-85.760414,465.22308300000003,17.192646
2021,5,23,13,27,26,60,2497672,9,0.94,38.209635999999996,-85.760414,467.519683,17.192646
2021,5,23,13,27,26,60,2498084,9,0.94,38.209635999999996,-85.760414,467.519683,17.192646
2021,5,23,13,27,26,60,2498437,9,0.94,38.209635999999996,-85.760414,467.519683,17.192646
2021,5,23,13,27,26,60,2498861,9,0.94,38.209635999999996,-85.760414,467.519683,17.192646
2021,5,23,13,27,26,60,2499273,9,0.94,38.209635999999996,-85.760414,467.519683,17.192646
2021,5,23,13,27,28,40,2499687,9,0.94,38.209548,-85.760467,465.22308300000003,17.192646
2021,5,23,13,27,28,80,2500099,9,0.94,38.209545,-85.760498,465.22308300000003,17.192646
2021,5,23,13,27,29,20,2500512,9,0.94,38.209545,-85.76052800000001,464.89498899999995,17.192646
2021,5,23,13,27,30,0,2501002,9,0.94,38.209552,-85.760589,464.89498899999995,15.431954000000001
2021,5,23,13,27,30,0,2501330,9,0.94,38.209552,-85.760589,464.89498899999995,15.431954000000001
2021,5,23,13,27,30,80,2501745,9,0.94,38.209556,-85.76065,464.89498899999995,15.926789000000001
2021,5,23,13,27,30,80,2502081,9,0.94,38.209556,-85.76065,464.89498899999995,15.926789000000001
2021,5,23,13,27,30,80,2502489,9,0.94,38.209556,-85.76065,464.89498899999995,15.926789000000001
2021,5,23,13,27,30,80,2502901,9,0.94,38.209556,-85.76065,464.89498899999995,15.926789000000001
2021,5,23,13,27,32,40,2503394,9,0.94,38.209548,-85.760795,464.89498899999995,17.975175
2021,5,23,13,27,32,40,2503720,9,0.94,38.209548,-85.760795,464.89498899999995,17.975175
2021,5,23,13,27,32,40,2504092,9,0.94,38.209548,-85.760795,464.89498899999995,17.975175
2021,5,23,13,27,33,40,2504506,9,0.94,38.209545,-85.760894,467.847778,17.975175
2021,5,23,13,27,33,80,2504918,9,0.94,38.209540999999994,-85.76094,469.160125,17.975175
2021,5,23,13,27,33,80,2505250,9,0.94,38.209540999999994,-85.76094,469.160125,17.975175
2021,5,23,13,27,33,80,2505661,9,0.94,38.209540999999994,-85.76094,469.160125,17.975175
2021,5,23,13,27,33,80,2506074,9,0.94,38.209540999999994,-85.76094,469.160125,17.975175
2021,5,23,13,27,33,80,2506486,9,0.94,38.209540999999994,-85.76094,469.160125,17.975175
2021,5,23,13,27,35,80,2506912,9,0.94,38.209518,-85.761085,471.45666500000004,17.975175
2021,5,23,13,27,35,80,2507245,9,0.94,38.209518,-85.761085,471.45666500000004,17.975175
2021,5,23,13,27,35,80,2507656,9,0.94,38.209518,-85.761085,471.45666500000004,17.975175
2021,5,23,13,27,35,80,2508070,9,0.94,38.209518,-85.761085,471.45666500000004,17.975175
2021,5,23,13,27,35,80,2508485,9,0.94,38.209518,-85.761085,471.45666500000004,17.975175
2021,5,23,13,27,35,80,2508901,9,0.94,38.209518,-85.761085,471.45666500000004,17.975175
2021,5,23,13,27,35,80,2509314,9,0.94,38.209518,-85.761085,471.45666500000004,17.975175
2021,5,23,13,27,35,80,2509726,9,0.94,38.209518,-85.761085,471.45666500000004,17.975175
2021,5,23,13,27,39,0,2510140,9,0.94,38.209323,-85.761245,470.144378,17.975175
2021,5,23,13,27,39,0,2510493,9,0.94,38.209323,-85.761245,470.144378,17.975175
2021,5,23,13,27,39,0,2510914,9,0.94,38.209323,-85.761245,470.144378,17.975175
2021,5,23,13,27,40,0,2511315,9,0.94,38.209270000000004,-85.761306,468.832031,17.975175
2021,5,23,13,27,40,40,2511728,9,0.94,38.209262,-85.761337,468.17587199999997,17.975175
2021,5,23,13,27,40,80,2512142,9,0.94,38.209262,-85.76136,467.519683,17.975175
2021,5,23,13,27,40,80,2512553,9,0.94,38.209262,-85.76136,467.519683,17.975175
2021,5,23,13,27,40,80,2512994,9,0.94,38.209262,-85.76136,467.519683,17.975175
2021,5,23,13,27,40,80,2513417,9,0.94,38.209262,-85.76136,467.519683,17.975175
2021,5,23,13,27,40,80,2513828,9,0.94,38.209262,-85.76136,467.519683,17.975175
2021,5,23,13,27,40,80,2514237,9,0.94,38.209262,-85.76136,467.519683,17.975175
2021,5,23,13,27,40,80,2514646,9,0.94,38.209262,-85.76136,467.519683,17.975175
2021,5,23,13,27,40,80,2515028,9,0.94,38.209262,-85.76136,467.519683,17.975175
2021,5,23,13,27,40,80,2515475,9,0.94,38.209262,-85.76136,467.519683,17.975175
2021,5,23,13,27,45,0,2515877,9,0.94,38.209495000000004,-85.761413,467.519683,19.022384
2021,5,23,13,27,45,0,2516204,9,0.94,38.209495000000004,-85.761413,467.519683,19.022384
2021,5,23,13,27,45,0,2516637,9,0.94,38.209495000000004,-85.761413,467.519683,19.022384
2021,5,23,13,27,45,0,2517023,9,0.94,38.209495000000004,-85.761413,467.519683,19.022384
2021,5,23,13,27,45,0,2517432,9,0.94,38.209495000000004,-85.761413,467.519683,19.022384
2021,5,23,13,27,46,60,2517841,8,1.03,38.209594,-85.761375,467.847778,19.022384
2021,5,23,13,27,47,40,2518328,8,1.03,38.209644,-85.761352,467.847778,15.339891
2021,5,23,13,27,47,40,2518654,8,1.03,38.209644,-85.761352,467.847778,15.339891
2021,5,23,13,27,48,0,2519070,8,0.98,38.209674,-85.761337,468.17587199999997,15.339891
2021,5,23,13,27,48,0,2519476,8,0.98,38.209674,-85.761337,468.17587199999997,15.339891
2021,5,23,13,27,48,0,2519884,8,0.98,38.209674,-85.761337,468.17587199999997,15.339891
2021,5,23,13,27,48,0,2520290,8,0.98,38.209674,-85.761337,468.17587199999997,15.339891
2021,5,23,13,27,49,80,2520773,8,0.98,38.209734999999995,-85.761306,468.17587199999997,11.576842999999998
2021,5,23,13,27,49,80,2521101,8,0.98,38.209734999999995,-85.761306,468.17587199999997,11.576842999999998
2021,5,23,13,27,49,80,2521500,8,0.98,38.209734999999995,-85.761306,468.17587199999997,11.576842999999998
2021,5,23,13,27,51,0,2521894,8,0.98,38.209785,-85.761299,468.17587199999997,11.58835
2021,5,23,13,27,51,0,2522221,8,0.98,38.209785,-85.761299,468.17587199999997,11.58835
2021,5,23,13,27,51,0,2522671,8,0.98,38.209785,-85.761299,468.17587199999997,11.58835
2021,5,23,13,27,52,0,2523152,8,0.98,38.209835,-85.761291,468.17587199999997,11.645889
2021,5,23,13,27,52,0,2523479,8,0.98,38.209835,-85.761291,468.17587199999997,11.645889
2021,5,23,13,27,52,0,2523895,8,0.98,38.209835,-85.761291,468.17587199999997,11.645889
2021,5,23,13,27,52,0,2524308,8,0.98,38.209835,-85.761291,468.17587199999997,11.645889
2021,5,23,13,27,53,80,2524710,8,0.98,38.209907,-85.761299,468.17587199999997,9.413377
2021,5,23,13,27,53,80,2525038,8,0.98,38.209907,-85.761299,468.17587199999997,9.413377
2021,5,23,13,27,53,80,2525515,8,0.98,38.209907,-85.761299,468.17587199999997,9.413377
2021,5,23,13,27,53,80,2525914,8,0.98,38.209907,-85.761299,468.17587199999997,9.413377
2021,5,23,13,27,55,40,2526356,8,0.98,38.209959999999995,-85.761306,468.17587199999997,7.606652
2021,5,23,13,27,55,40,2526684,8,0.98,38.209959999999995,-85.761306,468.17587199999997,7.606652
2021,5,23,13,27,56,0,2527102,8,1.03,38.209983,-85.761329,470.144378,7.606652
2021,5,23,13,27,56,40,2527513,9,1.03,38.209995,-85.761344,470.144378,7.606652
2021,5,23,13,27,57,0,2528013,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2528339,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2528758,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2529171,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2529598,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2530013,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2530399,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2530838,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2531252,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2531646,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2532050,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2532465,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2532869,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2533273,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,27,57,0,2533686,9,1.03,38.210018,-85.761367,470.144378,12.508974
2021,5,23,13,28,3,0,2534099,9,1.03,38.210144,-85.761894,470.144378,21.243389
2021,5,23,13,28,3,0,2534427,9,1.03,38.210144,-85.761894,470.144378,21.243389
2021,5,23,13,28,3,0,2534784,9,1.03,38.210144,-85.761894,470.144378,21.243389
2021,5,23,13,28,3,0,2535204,9,1.03,38.210144,-85.761894,470.144378,21.243389
2021,5,23,13,28,3,0,2535603,9,1.03,38.210144,-85.761894,470.144378,21.243389
2021,5,23,13,28,4,80,2536017,8,0.98,38.210014,-85.761985,470.144378,21.243389
2021,5,23,13,28,4,80,2536421,8,0.98,38.210014,-85.761985,470.144378,21.243389
2021,5,23,13,28,4,80,2536835,8,0.98,38.210014,-85.761985,470.144378,21.243389
2021,5,23,13,28,6,0,2537249,8,0.98,38.209915,-85.761993,468.17587199999997,21.243389
2021,5,23,13,28,6,0,2537652,8,0.98,38.209915,-85.761993,468.17587199999997,21.243389
2021,5,23,13,28,7,0,2538145,8,0.98,38.209823,-85.761985,468.17587199999997,22.083459
2021,5,23,13,28,7,40,2538550,8,0.98,38.209793,-85.761978,465.87927199999996,22.083459
2021,5,23,13,28,7,80,2538955,8,0.98,38.209758,-85.761978,464.89498899999995,22.083459
2021,5,23,13,28,7,80,2539286,8,0.98,38.209758,-85.761978,464.89498899999995,22.083459
2021,5,23,13,28,8,60,2539710,8,0.98,38.209697,-85.761978,464.89498899999995,19.148971
2021,5,23,13,28,8,60,2540037,8,0.98,38.209697,-85.761978,464.89498899999995,19.148971
2021,5,23,13,28,9,20,2540474,8,0.98,38.209648,-85.761978,464.89498899999995,19.148971
