time,LP1,LP2,LP3,LP4,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,temp
2107,4067,4054,4065,4066,0,0,-63,-50,-8,-63,-1
2112,4066,4054,4065,4066,-63,0,0,-50,-8,-63,-1
2116,4065,4055,4064,4066,-63,0,0,-50,-8,-63,-1
2122,4065,4054,4065,4067,-63,0,0,-50,-8,-63,-1
2127,4066,4055,4066,4066,-63,0,0,-50,-8,-63,-1
2132,4065,4055,4066,4066,0,0,0,-50,-8,-63,-1
2137,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
2142,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2147,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2152,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2156,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
2161,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
2166,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
2172,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2176,4066,4054,4065,4067,0,0,0,-50,-8,-63,-1
2181,4065,4055,4066,4066,-63,0,0,-50,-8,-63,-1
2186,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
2191,4065,4054,4065,4066,-63,0,-63,-50,-8,-63,-1
2196,4066,4054,4066,4067,0,0,-63,-50,-8,-63,-1
2202,4066,4055,4064,4066,0,0,0,-50,-8,-63,-1
2207,4066,4054,4065,4066,-63,0,-63,-50,-8,-63,-1
2212,4066,4055,4066,4066,-63,0,0,-50,-8,-63,-1
2217,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2222,4066,4055,4064,4066,0,0,0,-50,-8,-63,-1
2227,4066,4054,4066,4066,0,-63,0,-50,-8,-63,-1
2232,4065,4055,4065,4067,0,0,0,-50,-8,-63,-1
2236,4066,4055,4066,4067,0,0,0,-50,-8,-63,-1
2242,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2247,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2252,4066,4054,4065,4065,0,0,0,-50,-8,-63,-1
2256,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2261,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2267,4065,4055,4065,4065,0,0,0,-50,-8,-63,-1
2272,4065,4054,4066,4065,-63,0,0,-50,-8,-63,-1
2276,4066,4054,4066,4067,-63,0,0,-50,-8,-63,-1
2282,4066,4055,4065,4067,-63,0,-63,-50,-8,-63,-1
2287,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2292,4066,4055,4066,4066,-63,0,0,-50,-8,-63,-1
2297,4066,4054,4065,4066,-63,0,0,-50,-8,-63,-1
2302,4065,4054,4065,4067,0,0,0,-50,-8,-63,-1
2307,4065,4055,4064,4066,0,0,0,-50,-8,-63,-1
2312,4065,4054,4065,4065,0,0,0,-50,-8,-63,-1
2317,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
2322,4065,4054,4065,4067,0,0,0,-50,-8,-63,-1
2327,4067,4054,4065,4065,0,0,0,-50,-8,-63,-1
2332,4066,4054,4066,4067,0,0,0,-50,-8,-63,-1
2336,4065,4055,4065,4065,0,0,0,-50,-8,-63,-1
2342,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2347,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2352,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2357,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
2362,4066,4054,4066,4066,0,0,0,-50,-8,-63,-1
2367,4066,4054,4066,4066,0,0,0,-50,-8,-63,-1
2372,4066,4054,4064,4066,-63,0,0,-50,-8,-63,-1
2377,4064,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2382,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2387,4066,4055,4066,4067,0,0,-63,-50,-8,-63,-1
2392,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
2397,4065,4055,4064,4066,0,0,0,-50,-8,-63,-1
2402,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2407,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
2412,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2416,4066,4055,4066,4067,0,0,0,-50,-8,-63,-1
2421,4065,4055,4066,4066,0,0,0,-50,-8,-63,-1
2427,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2432,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2437,4065,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2442,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2448,4068,4055,4066,4066,0,0,0,-50,-8,-63,-1
2452,4067,4055,4064,4066,0,0,0,-50,-8,-63,-1
2457,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2463,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2468,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
2472,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2478,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2483,4066,4055,4066,4065,0,0,0,-50,-8,-63,-1
2488,4067,4055,4065,4067,0,0,0,-50,-8,-63,-1
2492,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2498,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2503,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
2508,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2512,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2517,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2523,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2528,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2533,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
2538,4066,4055,4066,4067,-63,0,0,-50,-8,-63,-1
2543,4065,4054,4065,4065,-63,0,0,-50,-8,-63,-1
2548,4067,4055,4066,4066,0,0,0,-50,-8,-63,-1
2553,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2558,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2563,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2568,4066,4055,4066,4065,0,0,0,-50,-8,-63,-1
2573,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2578,4065,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2583,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
2588,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2594,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
2599,4066,4054,4065,4065,0,0,0,-50,-8,-63,-1
2604,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2609,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2614,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2619,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2624,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2629,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2634,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2639,4065,4054,4066,4066,0,0,0,-50,-8,-63,-1
2644,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
2649,4066,4054,4066,4067,0,0,0,-50,-8,-63,-1
2654,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2659,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
2664,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2669,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2674,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
2679,4066,4055,4064,4066,0,0,0,-50,-8,-63,-1
2684,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2689,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
2694,4065,4054,4066,4066,0,0,0,-50,-8,-63,-1
2699,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2704,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
2709,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2714,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
2719,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
2724,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2729,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
2734,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2739,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
2744,4067,4055,4066,4066,0,0,0,-50,-8,-63,-1
2749,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2754,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
2759,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2764,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2769,4065,4055,4064,4066,0,0,0,-50,-8,-63,-1
2774,4066,4054,4066,4066,0,0,0,-50,-8,-63,-1
2780,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2784,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2789,4066,4054,4066,4067,0,0,0,-50,-8,-63,-1
2794,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2800,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2804,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2809,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2815,4066,4054,4065,4065,-63,0,0,-50,-8,-63,-1
2820,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
2825,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2830,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2835,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2840,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2845,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2850,4067,4054,4065,4066,-63,0,0,-50,-8,-63,-1
2855,4065,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2860,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2864,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2869,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
2875,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2880,4066,4055,4066,4066,-63,0,0,-50,-8,-63,-1
2885,4065,4055,4065,4066,-63,0,0,-50,-8,-63,-1
2890,4066,4054,4066,4066,0,0,0,-50,-8,-63,-1
2895,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2900,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2904,4065,4055,4065,4067,0,0,0,-50,-8,-63,-1
2909,4065,4054,4065,4067,-63,0,0,-50,-8,-63,-1
2915,4065,4055,4065,4065,-63,0,0,-50,-8,-63,-1
2920,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2924,4065,4054,4066,4066,0,0,0,-50,-8,-63,-1
2929,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
2934,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2940,4066,4054,4065,4067,0,0,0,-50,-8,-63,-1
2945,4067,4055,4065,4065,-63,0,0,-50,-8,-63,-1
2950,4066,4055,4066,4065,-63,0,0,-50,-8,-63,-1
2955,4065,4055,4065,4067,0,0,0,-50,-8,-63,-1
2960,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
2965,4065,4055,4066,4066,0,0,0,-50,-8,-63,-1
2970,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
2975,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
2980,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
2985,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
2990,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
2995,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
3000,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
3005,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
3010,4065,4055,4065,4066,-63,0,0,-50,-8,-63,-1
3015,4066,4055,4066,4066,-63,0,0,-50,-8,-63,-1
3020,4066,4055,4065,4067,-63,0,0,-50,-8,-63,-1
3024,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
3029,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3034,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3040,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
3045,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3050,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3055,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
3060,4065,4054,4066,4066,0,0,0,-50,-8,-63,-1
3065,4065,4054,4065,4067,0,0,0,-50,-8,-63,-1
3070,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3075,4066,4054,4066,4066,0,0,0,-50,-8,-63,-1
3080,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3085,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3090,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3095,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3100,4065,4055,4066,4066,0,0,0,-50,-8,-63,-1
3105,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3110,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3115,4066,4055,4066,4066,-63,0,0,-50,-8,-63,-1
3120,4066,4054,4065,4067,-63,0,0,-50,-8,-63,-1
3124,4066,4055,4065,4067,-63,0,0,-50,-8,-63,-1
3129,4064,4055,4065,4066,-63,0,0,-50,-8,-63,-1
3134,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3140,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
3145,4065,4055,4065,4065,0,0,0,-50,-8,-63,-1
3150,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3155,4066,4054,4065,4065,0,0,0,-50,-8,-63,-1
3160,4065,4054,4065,4065,0,0,0,-50,-8,-63,-1
3164,4066,4054,4065,4067,0,0,0,-50,-8,-63,-1
3169,4066,4055,4066,4067,0,0,0,-50,-8,-63,-1
3175,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
3180,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3185,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
3190,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
3195,4066,4054,4065,4065,0,0,0,-50,-8,-63,-1
3200,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
3204,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3209,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
3214,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
3220,4066,4054,4066,4066,0,0,0,-50,-8,-63,-1
3225,4067,4055,4065,4065,0,0,0,-50,-8,-63,-1
3230,4065,4055,4064,4065,0,0,0,-50,-8,-63,-1
3235,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3240,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3244,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3249,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
3254,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3260,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3264,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3269,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3274,4065,4055,4064,4065,0,0,0,-50,-8,-63,-1
3280,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
3284,4065,4055,4066,4066,0,0,0,-50,-8,-63,-1
3289,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3294,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3300,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
3304,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3309,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
3315,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
3320,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3324,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
3330,4066,4055,4065,4067,-63,0,0,-50,-8,-63,-1
3335,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3340,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3345,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3350,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3355,4066,4054,4065,4066,-63,0,0,-50,-8,-63,-1
3360,4066,4054,4065,4067,-63,0,0,-50,-8,-63,-1
3364,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
3369,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3374,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3380,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3384,4065,4054,4066,4067,0,0,0,-50,-8,-63,-1
3389,4066,4054,4064,4066,-63,0,0,-50,-8,-63,-1
3394,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
3400,4067,4055,4066,4065,0,0,0,-50,-8,-63,-1
3404,4066,4055,4066,4067,0,0,0,-50,-8,-63,-1
3409,4066,4054,4065,4066,0,-63,0,-50,-8,-63,-1
3414,4065,4054,4066,4066,0,0,0,-50,-8,-63,-1
3420,4065,4055,4066,4066,-63,0,0,-50,-8,-63,-1
3424,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
3429,4066,4055,4065,4067,-63,0,0,-50,-8,-63,-1
3434,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
3440,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3445,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
3450,4066,4054,4065,4066,-63,0,0,-50,-8,-63,-1
3455,4065,4055,4064,4066,-63,0,0,-50,-8,-63,-1
3460,4066,4055,4065,4067,-63,0,0,-50,-8,-63,-1
3465,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
3470,4065,4055,4065,4067,0,0,0,-50,-8,-63,-1
3475,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3480,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3484,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
3489,4065,4055,4065,4066,-63,0,0,-50,-8,-63,-1
3495,4065,4055,4065,4065,0,0,0,-50,-8,-63,-1
3500,4067,4054,4065,4066,0,0,0,-50,-8,-63,-1
3504,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
3509,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3514,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3520,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
3524,4066,4055,4064,4066,-63,0,0,-50,-8,-63,-1
3529,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3534,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3540,4066,4054,4065,4065,0,0,0,-50,-8,-63,-1
3545,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
3550,4066,4054,4065,4065,-63,0,0,-50,-8,-63,-1
3555,4065,4055,4065,4065,-63,0,0,-50,-8,-63,-1
3560,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3565,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3570,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3575,4065,4054,4065,4065,0,0,0,-50,-8,-63,-1
3580,4066,4054,4065,4066,-63,0,0,-50,-8,-63,-1
3585,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
3590,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
3595,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
3600,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3604,4066,4055,4066,4065,0,0,0,-50,-8,-63,-1
3609,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3614,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3620,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
3624,4065,4054,4065,4067,0,0,0,-50,-8,-63,-1
3629,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3635,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
3640,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3645,4066,4055,4064,4066,-63,0,0,-50,-8,-63,-1
3651,4065,4055,4065,4066,-63,0,0,-50,-8,-63,-1
3656,4066,4055,4066,4065,-63,0,0,-50,-8,-63,-1
3660,4066,4054,4066,4065,0,0,0,-50,-8,-63,-1
3665,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3670,4066,4055,4065,4066,0,0,-63,-50,-8,-63,-1
3676,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
3680,4067,4055,4065,4066,-63,0,0,-50,-8,-63,-1
3685,4065,4055,4065,4066,-63,0,0,-50,-8,-63,-1
3691,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3696,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3700,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
3705,4067,4055,4065,4066,0,0,0,-50,-8,-63,-1
3710,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
3716,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
3720,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
3726,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3731,4066,4055,4064,4066,0,0,0,-50,-8,-63,-1
3736,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
3741,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
3746,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3751,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3756,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3760,4066,4054,4066,4066,0,0,0,-50,-8,-63,-1
3766,4066,4054,4065,4065,-63,0,0,-50,-8,-63,-1
3771,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3776,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
3781,4066,4055,4066,4067,0,0,0,-50,-8,-63,-1
3786,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3791,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
3796,4066,4055,4066,4066,-63,0,0,-50,-8,-63,-1
3800,4065,4055,4065,4065,-63,0,0,-50,-8,-63,-1
3805,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3810,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
3816,4066,4054,4065,4065,0,0,0,-50,-8,-63,-1
3820,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3825,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
3830,4066,4055,4066,4066,-63,0,0,-50,-8,-63,-1
3835,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3840,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3846,4065,4054,4066,4067,0,0,0,-50,-8,-63,-1
3851,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3856,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3860,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3865,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
3870,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
3876,4065,4054,4064,4066,0,0,0,-50,-8,-63,-1
3880,4065,4054,4065,4065,0,0,0,-50,-8,-63,-1
3885,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
3891,4065,4055,4064,4065,0,0,0,-50,-8,-63,-1
3896,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3901,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
3906,4065,4055,4066,4066,0,0,0,-50,-8,-63,-1
3911,4065,4054,4066,4067,0,0,0,-50,-8,-63,-1
3916,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3920,4066,4055,4066,4066,0,0,0,-50,-8,-63,-1
3926,4065,4054,4066,4066,-63,0,0,-50,-8,-63,-1
3931,4066,4055,4065,4065,-63,0,0,-50,-8,-63,-1
3936,4065,4055,4064,4066,0,0,0,-50,-8,-63,-1
3941,4065,4054,4064,4066,0,0,0,-50,-8,-63,-1
3946,4067,4054,4065,4067,0,0,0,-50,-8,-63,-1
3951,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
3956,4066,4055,4065,4065,0,0,0,-50,-8,-63,-1
3961,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3966,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3971,4067,4054,4066,4066,0,0,0,-50,-8,-63,-1
3976,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
3980,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
3985,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3990,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
3996,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
4000,4066,4054,4064,4066,-63,0,0,-50,-8,-63,-1
4005,4066,4054,4065,4067,-63,0,0,-50,-8,-63,-1
4010,4066,4054,4064,4066,0,0,0,-50,-8,-63,-1
4016,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
4020,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
4025,4066,4055,4065,4067,0,0,0,-50,-8,-63,-1
4030,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
4036,4066,4054,4065,4066,-63,0,0,-50,-8,-63,-1
4040,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
4046,4065,4055,4066,4066,0,0,0,-50,-8,-63,-1
4051,4065,4054,4065,4067,0,0,0,-50,-8,-63,-1
4056,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
4060,4065,4054,4065,4066,-63,0,0,-50,-8,-63,-1
4066,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
4071,4066,4055,4064,4066,0,0,0,-50,-8,-63,-1
4076,4065,4055,4065,4066,0,0,0,-50,-8,-63,-1
4080,4065,4055,4064,4066,0,0,0,-50,-8,-63,-1
4086,4065,4055,4066,4066,0,0,0,-50,-8,-63,-1
4091,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
4096,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
4101,4064,4055,4065,4067,0,0,0,-50,-8,-63,-1
4106,4065,4055,4065,4067,0,0,0,-50,-8,-63,-1
4111,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
4116,4066,4054,4066,4066,0,0,0,-50,-8,-63,-1
4121,4066,4054,4065,4065,0,0,0,-50,-8,-63,-1
4126,4066,4055,4065,4066,-63,0,0,-50,-8,-63,-1
4131,4066,4054,4065,4066,0,0,0,-50,-8,-63,-1
4136,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
4140,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
4146,4067,4055,4064,4066,0,0,0,-50,-8,-63,-1
4151,4067,4055,4066,4065,-63,0,0,-50,-8,-63,-1
4156,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
4160,4066,4054,4066,4065,0,0,0,-50,-8,-63,-1
4165,4065,4054,4065,4066,0,0,0,-50,-8,-63,-1
4170,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
4176,4066,4055,4066,4065,0,0,0,-50,-8,-63,-1
4180,4067,4054,4065,4067,-63,0,0,-50,-8,-63,-1
4185,4067,4055,4065,4066,-63,0,0,-50,-8,-63,-1
4191,4066,4055,4066,4067,0,0,0,-50,-8,-63,-1
4196,4065,4055,4065,4067,0,0,0,-50,-8,-63,-1
4200,4066,4055,4065,4066,0,0,0,-50,-8,-63,-1
